Date,Open,High,Low,Close,Volume
2020-06-04 00:00:00-04:00,176.57516871052312,178.05061401605363,174.65899762222494,175.2530059814453,28761800
2020-06-05 00:00:00-04:00,174.96557372329258,179.86139133594125,174.381140968855,179.35360717773438,39893600
2020-06-08 00:00:00-04:00,178.146491292211,180.64709602975896,176.70936246877494,180.46505737304688,33211600
2020-06-09 00:00:00-04:00,180.12009326030233,182.70692146306783,179.41110465156908,181.8446502685547,29783900
2020-06-10 00:00:00-04:00,183.1189084127419,190.19916052822197,183.00392819778034,188.58956909179688,43872300
2020-06-11 00:00:00-04:00,185.03505238982083,187.55480724697597,178.27097127814133,178.46258544921875,52854700
2020-06-12 00:00:00-04:00,182.5536612499142,183.68421009189024,177.41832079541936,179.87103271484375,43373600
2020-06-15 00:00:00-04:00,176.84343722531378,182.82189647750297,176.2973214302196,181.02069091796875,32770200
2020-06-16 00:00:00-04:00,184.80514392400622,187.3823967101177,183.43508843593403,185.45664978027344,42556700
2020-06-17 00:00:00-04:00,186.85540708593493,188.09134552265965,185.57157607133516,186.09852600097656,25687800
2020-06-18 00:00:00-04:00,185.8686191262758,188.25425769653995,185.8686191262758,188.0913848876953,23061600
2020-06-19 00:00:00-04:00,190.26624578943395,190.93690289131283,186.2231227505278,186.97042846679688,44441100
2020-06-22 00:00:00-04:00,187.58360563324936,192.34529305829906,187.04707994353592,192.16326904296875,32818900
2020-06-23 00:00:00-04:00,193.61950037935048,195.4015400419146,192.98716042377694,193.44705200195312,30917400
2020-06-24 00:00:00-04:00,193.15006444100968,194.73089984668712,188.32130478941002,189.5476531982422,36740600
2020-06-25 00:00:00-04:00,189.50934003249893,192.2015583065436,187.27699876624453,191.94287109375,27803900
2020-06-26 00:00:00-04:00,191.35845294251277,191.51175016326752,186.71174606480238,188.10096740722656,54675800
2020-06-29 00:00:00-04:00,187.573986504707,190.20872174887992,185.43745983645167,190.12249755859375,26701600
2020-06-30 00:00:00-04:00,189.58598372582725,195.83269132910735,189.45185232622862,194.97999572753906,34310300
2020-07-01 00:00:00-04:00,194.6255211499115,197.70098256301688,193.31294846872325,196.12013244628906,32061200
2020-07-02 00:00:00-04:00,197.0590698637365,199.3010016273132,196.40757857155802,197.61476135253906,29315800
2020-07-06 00:00:00-04:00,200.07700653145955,202.28060621337312,199.36801796376858,201.86862182617188,31897600
2020-07-07 00:00:00-04:00,201.6291326622737,205.6722554862354,199.2722500267943,199.52134704589844,33600700
2020-07-08 00:00:00-04:00,201.26508188552464,204.3213631686129,199.9429188633993,203.90939331054688,33600000
2020-07-09 00:00:00-04:00,207.26267626922558,207.31058347692323,202.6063792940229,205.33692932128906,33121700
2020-07-10 00:00:00-04:00,204.6662498986094,205.1069757258136,202.23271880356717,204.7141571044922,26177600
2020-07-13 00:00:00-04:00,205.49016444523113,206.75484426398305,197.8446466021249,198.39076232910156,38135600
2020-07-14 00:00:00-04:00,197.49020560640852,200.09619982171807,193.56204847648868,199.61715698242188,37591800
2020-07-15 00:00:00-04:00,200.77642365546433,202.47223932553388,196.43629689144993,199.32012939453125,32179400
2020-07-16 00:00:00-04:00,196.79079598776354,197.0782246202295,193.8303146975877,195.37283325195312,29940700
2020-07-17 00:00:00-04:00,195.899771724378,196.4458729364666,192.94886620272644,194.3764190673828,31635300
2020-07-20 00:00:00-04:00,196.4075702484774,203.4015988445858,194.5009744255824,202.73094177246094,36884800
2020-07-21 00:00:00-04:00,204.70458556764095,204.97284838282866,199.31055862517906,200.00038146972656,37990400
2020-07-22 00:00:00-04:00,200.4315275640437,203.40159911208116,199.65548047819092,202.87464904785156,49605700
2020-07-23 00:00:00-04:00,198.50579739742565,202.07945330485066,193.67703682350515,194.05068969726562,67457000
2020-07-24 00:00:00-04:00,192.01952034770355,194.35725162565268,189.23148765379403,192.86264038085938,39827000
2020-07-27 00:00:00-04:00,193.0255222872974,195.42073647697526,192.4410894402469,195.30577087402344,30160900
2020-07-28 00:00:00-04:00,195.0758584701724,196.12016852717332,193.28424262749832,193.55250549316406,23251400
2020-07-29 00:00:00-04:00,194.0123164286746,196.07219443442497,193.54284926427198,195.50692749023438,19632600
2020-07-30 00:00:00-04:00,192.57522553299125,195.8902084845765,191.20517000040866,195.35366821289062,25079600
2020-07-31 00:00:00-04:00,195.83269669820726,196.50336833381417,190.6686157432386,196.41712951660156,51044000
2020-08-03 00:00:00-04:00,202.65427268373514,208.51775194929,201.61953846877378,207.46385192871094,78983000
2020-08-04 00:00:00-04:00,205.19317180635795,205.76802895972276,201.49496115508026,204.3500518798828,49280100
