Date,Open,High,Low,Close,Volume
2020-06-04 00:00:00-04:00,289.26352693301203,291.02082283768794,287.3760767249913,289.4959716796875,75794400
2020-06-05 00:00:00-04:00,294.9538897976216,298.71017764112366,294.8887984384263,296.91571044921875,150524700
2020-06-08 00:00:00-04:00,297.7339470066986,300.6999454272229,297.18538059070323,300.50469970703125,73641200
2020-06-09 00:00:00-04:00,297.80821344119244,300.57896517923854,296.9342188786747,298.2638244628906,77479200
2020-06-10 00:00:00-04:00,298.84962636380106,299.7515132727341,295.87432173907547,296.59954833984375,95000800
2020-06-11 00:00:00-04:00,289.5889940416309,290.23054389835437,278.9430402427075,279.5008850097656,209243600
2020-06-12 00:00:00-04:00,286.59512294243626,287.376134042086,277.6320664777444,282.8481140136719,194678900
2020-06-15 00:00:00-04:00,277.09274373006485,286.6322859133372,275.9026276747615,285.4886474609375,135782700
2020-06-16 00:00:00-04:00,293.326765462726,293.47553354638995,286.0651918531277,290.98370361328125,137627500
2020-06-17 00:00:00-04:00,292.01573445868814,292.3132705864134,289.0311230595931,289.77496337890625,83398900
2020-06-18 00:00:00-04:00,288.2408671457295,290.37004114512797,287.775977532385,289.8865661621094,80828700
2020-06-19 00:00:00-04:00,293.3941931481743,293.5902980305546,286.25940676623287,288.2298889160156,135549600
2020-06-22 00:00:00-04:00,287.6228641629522,290.4805065865408,286.46487346827536,290.0789489746094,74649400
2020-06-23 00:00:00-04:00,292.7591438889833,293.7023625036601,291.0034622495543,291.41436767578125,68471200
2020-06-24 00:00:00-04:00,289.35050004032456,289.97620596157446,282.122349797961,283.9807434082031,132813500
2020-06-25 00:00:00-04:00,283.4017841112006,287.29603804217845,281.3566046977302,287.02520751953125,89468000
2020-06-26 00:00:00-04:00,285.9138815477473,286.1286820870505,279.6196016076711,280.2079162597656,127961000
2020-06-29 00:00:00-04:00,281.47796921170124,284.4663383318968,279.16195963148533,284.3262634277344,79773300
2020-06-30 00:00:00-04:00,283.88734290217144,289.6867004264842,283.72860084403385,287.9683532714844,113394800
